Played,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Team,Opposition,HomeAway,Result,MatchPoints,Points,GF,GA,GD,W,D,L,Season,League
16,E0,2017-12-10,Liverpool,Everton,1.0,1.0,D,Everton,Liverpool,A,D,1,19,1.0,1.0,0.0,0,1,0,2017-18,Premier League
17,E0,2017-12-13,Newcastle,Everton,0.0,1.0,A,Everton,Newcastle,A,W,3,22,1.0,0.0,1.0,1,0,0,2017-18,Premier League
18,E0,2017-12-18,Everton,Swansea,3.0,1.0,H,Everton,Swansea,H,W,3,25,3.0,1.0,2.0,1,0,0,2017-18,Premier League
19,E0,2017-12-23,Everton,Chelsea,0.0,0.0,D,Everton,Chelsea,H,D,1,26,0.0,0.0,0.0,0,1,0,2017-18,Premier League
20,E0,2017-12-26,West Brom,Everton,0.0,0.0,D,Everton,West Brom,A,D,1,27,0.0,0.0,0.0,0,1,0,2017-18,Premier League
21,E0,2017-12-30,Bournemouth,Everton,2.0,1.0,H,Everton,Bournemouth,A,L,0,27,1.0,2.0,-1.0,0,0,1,2017-18,Premier League
22,E0,2018-01-01,Everton,Man United,0.0,2.0,A,Everton,Man United,H,L,0,27,0.0,2.0,-2.0,0,0,1,2017-18,Premier League
23,E0,2018-01-13,Tottenham,Everton,4.0,0.0,H,Everton,Tottenham,A,L,0,27,0.0,4.0,-4.0,0,0,1,2017-18,Premier League
24,E0,2018-01-20,Everton,West Brom,1.0,1.0,D,Everton,West Brom,H,D,1,28,1.0,1.0,0.0,0,1,0,2017-18,Premier League
25,E0,2018-01-31,Everton,Leicester,2.0,1.0,H,Everton,Leicester,H,W,3,31,2.0,1.0,1.0,1,0,0,2017-18,Premier League
26,E0,2018-02-03,Arsenal,Everton,5.0,1.0,H,Everton,Arsenal,A,L,0,31,1.0,5.0,-4.0,0,0,1,2017-18,Premier League
27,E0,2018-02-10,Everton,Crystal Palace,3.0,1.0,H,Everton,Crystal Palace,H,W,3,34,3.0,1.0,2.0,1,0,0,2017-18,Premier League
28,E0,2018-02-24,Watford,Everton,1.0,0.0,H,Everton,Watford,A,L,0,34,0.0,1.0,-1.0,0,0,1,2017-18,Premier League
29,E0,2018-03-03,Burnley,Everton,2.0,1.0,H,Everton,Burnley,A,L,0,34,1.0,2.0,-1.0,0,0,1,2017-18,Premier League
30,E0,2018-03-10,Everton,Brighton,2.0,0.0,H,Everton,Brighton,H,W,3,37,2.0,0.0,2.0,1,0,0,2017-18,Premier League
31,E0,2018-03-17,Stoke,Everton,1.0,2.0,A,Everton,Stoke,A,W,3,40,2.0,1.0,1.0,1,0,0,2017-18,Premier League
32,E0,2018-03-31,Everton,Man City,1.0,3.0,A,Everton,Man City,H,L,0,40,1.0,3.0,-2.0,0,0,1,2017-18,Premier League
33,E0,2018-04-07,Everton,Liverpool,0.0,0.0,D,Everton,Liverpool,H,D,1,41,0.0,0.0,0.0,0,1,0,2017-18,Premier League
34,E0,2018-04-14,Swansea,Everton,1.0,1.0,D,Everton,Swansea,A,D,1,42,1.0,1.0,0.0,0,1,0,2017-18,Premier League
35,E0,2018-04-23,Everton,Newcastle,1.0,0.0,H,Everton,Newcastle,H,W,3,45,1.0,0.0,1.0,1,0,0,2017-18,Premier League
36,E0,2018-04-28,Huddersfield,Everton,0.0,2.0,A,Everton,Huddersfield,A,W,3,48,2.0,0.0,2.0,1,0,0,2017-18,Premier League
37,E0,2018-05-05,Everton,Southampton,1.0,1.0,D,Everton,Southampton,H,D,1,49,1.0,1.0,0.0,0,1,0,2017-18,Premier League
38,E0,2018-05-13,West Ham,Everton,3.0,1.0,H,Everton,West Ham,A,L,0,49,1.0,3.0,-2.0,0,0,1,2017-18,Premier League
1,E0,2017-08-12,Crystal Palace,Huddersfield,0.0,3.0,A,Huddersfield,Crystal Palace,A,W,3,3,3.0,0.0,3.0,1,0,0,2017-18,Premier League
2,E0,2017-08-20,Huddersfield,Newcastle,1.0,0.0,H,Huddersfield,Newcastle,H,W,3,6,1.0,0.0,1.0,1,0,0,2017-18,Premier League
3,E0,2017-08-26,Huddersfield,Southampton,0.0,0.0,D,Huddersfield,Southampton,H,D,1,7,0.0,0.0,0.0,0,1,0,2017-18,Premier League
4,E0,2017-09-11,West Ham,Huddersfield,2.0,0.0,H,Huddersfield,West Ham,A,L,0,7,0.0,2.0,-2.0,0,0,1,2017-18,Premier League
5,E0,2017-09-16,Huddersfield,Leicester,1.0,1.0,D,Huddersfield,Leicester,H,D,1,8,1.0,1.0,0.0,0,1,0,2017-18,Premier League
6,E0,2017-09-23,Burnley,Huddersfield,0.0,0.0,D,Huddersfield,Burnley,A,D,1,9,0.0,0.0,0.0,0,1,0,2017-18,Premier League
7,E0,2017-09-30,Huddersfield,Tottenham,0.0,4.0,A,Huddersfield,Tottenham,H,L,0,9,0.0,4.0,-4.0,0,0,1,2017-18,Premier League
8,E0,2017-10-14,Swansea,Huddersfield,2.0,0.0,H,Huddersfield,Swansea,A,L,0,9,0.0,2.0,-2.0,0,0,1,2017-18,Premier League
9,E0,2017-10-21,Huddersfield,Man United,2.0,1.0,H,Huddersfield,Man United,H,W,3,12,2.0,1.0,1.0,1,0,0,2017-18,Premier League
10,E0,2017-10-28,Liverpool,Huddersfield,3.0,0.0,H,Huddersfield,Liverpool,A,L,0,12,0.0,3.0,-3.0,0,0,1,2017-18,Premier League
11,E0,2017-11-04,Huddersfield,West Brom,1.0,0.0,H,Huddersfield,West Brom,H,W,3,15,1.0,0.0,1.0,1,0,0,2017-18,Premier League
12,E0,2017-11-18,Bournemouth,Huddersfield,4.0,0.0,H,Huddersfield,Bournemouth,A,L,0,15,0.0,4.0,-4.0,0,0,1,2017-18,Premier League
13,E0,2017-11-26,Huddersfield,Man City,1.0,2.0,A,Huddersfield,Man City,H,L,0,15,1.0,2.0,-1.0,0,0,1,2017-18,Premier League
14,E0,2017-11-29,Arsenal,Huddersfield,5.0,0.0,H,Huddersfield,Arsenal,A,L,0,15,0.0,5.0,-5.0,0,0,1,2017-18,Premier League
15,E0,2017-12-02,Everton,Huddersfield,2.0,0.0,H,Huddersfield,Everton,A,L,0,15,0.0,2.0,-2.0,0,0,1,2017-18,Premier League
16,E0,2017-12-09,Huddersfield,Brighton,2.0,0.0,H,Huddersfield,Brighton,H,W,3,18,2.0,0.0,2.0,1,0,0,2017-18,Premier League
17,E0,2017-12-12,Huddersfield,Chelsea,1.0,3.0,A,Huddersfield,Chelsea,H,L,0,18,1.0,3.0,-2.0,0,0,1,2017-18,Premier League
18,E0,2017-12-16,Watford,Huddersfield,1.0,4.0,A,Huddersfield,Watford,A,W,3,21,4.0,1.0,3.0,1,0,0,2017-18,Premier League
19,E0,2017-12-23,Southampton,Huddersfield,1.0,1.0,D,Huddersfield,Southampton,A,D,1,22,1.0,1.0,0.0,0,1,0,2017-18,Premier League
20,E0,2017-12-26,Huddersfield,Stoke,1.0,1.0,D,Huddersfield,Stoke,H,D,1,23,1.0,1.0,0.0,0,1,0,2017-18,Premier League
21,E0,2017-12-30,Huddersfield,Burnley,0.0,0.0,D,Huddersfield,Burnley,H,D,1,24,0.0,0.0,0.0,0,1,0,2017-18,Premier League
22,E0,2018-01-01,Leicester,Huddersfield,3.0,0.0,H,Huddersfield,Leicester,A,L,0,24,0.0,3.0,-3.0,0,0,1,2017-18,Premier League
23,E0,2018-01-13,Huddersfield,West Ham,1.0,4.0,A,Huddersfield,West Ham,H,L,0,24,1.0,4.0,-3.0,0,0,1,2017-18,Premier League
24,E0,2018-01-20,Stoke,Huddersfield,2.0,0.0,H,Huddersfield,Stoke,A,L,0,24,0.0,2.0,-2.0,0,0,1,2017-18,Premier League
25,E0,2018-01-30,Huddersfield,Liverpool,0.0,3.0,A,Huddersfield,Liverpool,H,L,0,24,0.0,3.0,-3.0,0,0,1,2017-18,Premier League
26,E0,2018-02-03,Man United,Huddersfield,2.0,0.0,H,Huddersfield,Man United,A,L,0,24,0.0,2.0,-2.0,0,0,1,2017-18,Premier League
27,E0,2018-02-11,Huddersfield,Bournemouth,4.0,1.0,H,Huddersfield,Bournemouth,H,W,3,27,4.0,1.0,3.0,1,0,0,2017-18,Premier League
28,E0,2018-02-24,West Brom,Huddersfield,1.0,2.0,A,Huddersfield,West Brom,A,W,3,30,2.0,1.0,1.0,1,0,0,2017-18,Premier League
29,E0,2018-03-03,Tottenham,Huddersfield,2.0,0.0,H,Huddersfield,Tottenham,A,L,0,30,0.0,2.0,-2.0,0,0,1,2017-18,Premier League
30,E0,2018-03-10,Huddersfield,Swansea,0.0,0.0,D,Huddersfield,Swansea,H,D,1,31,0.0,0.0,0.0,0,1,0,2017-18,Premier League
31,E0,2018-03-17,Huddersfield,Crystal Palace,0.0,2.0,A,Huddersfield,Crystal Palace,H,L,0,31,0.0,2.0,-2.0,0,0,1,2017-18,Premier League
32,E0,2018-03-31,Newcastle,Huddersfield,1.0,0.0,H,Huddersfield,Newcastle,A,L,0,31,0.0,1.0,-1.0,0,0,1,2017-18,Premier League
33,E0,2018-04-07,Brighton,Huddersfield,1.0,1.0,D,Huddersfield,Brighton,A,D,1,32,1.0,1.0,0.0,0,1,0,2017-18,Premier League
34,E0,2018-04-14,Huddersfield,Watford,1.0,0.0,H,Huddersfield,Watford,H,W,3,35,1.0,0.0,1.0,1,0,0,2017-18,Premier League
35,E0,2018-04-28,Huddersfield,Everton,0.0,2.0,A,Huddersfield,Everton,H,L,0,35,0.0,2.0,-2.0,0,0,1,2017-18,Premier League
36,E0,2018-05-06,Man City,Huddersfield,0.0,0.0,D,Huddersfield,Man City,A,D,1,36,0.0,0.0,0.0,0,1,0,2017-18,Premier League
37,E0,2018-05-09,Chelsea,Huddersfield,1.0,1.0,D,Huddersfield,Chelsea,A,D,1,37,1.0,1.0,0.0,0,1,0,2017-18,Premier League
38,E0,2018-05-13,Huddersfield,Arsenal,0.0,1.0,A,Huddersfield,Arsenal,H,L,0,37,0.0,1.0,-1.0,0,0,1,2017-18,Premier League
1,E0,2017-08-11,Arsenal,Leicester,4.0,3.0,H,Leicester,Arsenal,A,L,0,0,3.0,4.0,-1.0,0,0,1,2017-18,Premier League
2,E0,2017-08-19,Leicester,Brighton,2.0,0.0,H,Leicester,Brighton,H,W,3,3,2.0,0.0,2.0,1,0,0,2017-18,Premier League
3,E0,2017-08-26,Man United,Leicester,2.0,0.0,H,Leicester,Man United,A,L,0,3,0.0,2.0,-2.0,0,0,1,2017-18,Premier League
4,E0,2017-09-09,Leicester,Chelsea,1.0,2.0,A,Leicester,Chelsea,H,L,0,3,1.0,2.0,-1.0,0,0,1,2017-18,Premier League
5,E0,2017-09-16,Huddersfield,Leicester,1.0,1.0,D,Leicester,Huddersfield,A,D,1,4,1.0,1.0,0.0,0,1,0,2017-18,Premier League
6,E0,2017-09-23,Leicester,Liverpool,2.0,3.0,A,Leicester,Liverpool,H,L,0,4,2.0,3.0,-1.0,0,0,1,2017-18,Premier League
7,E0,2017-09-30,Bournemouth,Leicester,0.0,0.0,D,Leicester,Bournemouth,A,D,1,5,0.0,0.0,0.0,0,1,0,2017-18,Premier League
8,E0,2017-10-16,Leicester,West Brom,1.0,1.0,D,Leicester,West Brom,H,D,1,6,1.0,1.0,0.0,0,1,0,2017-18,Premier League
9,E0,2017-10-21,Swansea,Leicester,1.0,2.0,A,Leicester,Swansea,A,W,3,9,2.0,1.0,1.0,1,0,0,2017-18,Premier League
10,E0,2017-10-29,Leicester,Everton,2.0,0.0,H,Leicester,Everton,H,W,3,12,2.0,0.0,2.0,1,0,0,2017-18,Premier League
11,E0,2017-11-04,Stoke,Leicester,2.0,2.0,D,Leicester,Stoke,A,D,1,13,2.0,2.0,0.0,0,1,0,2017-18,Premier League
12,E0,2017-11-18,Leicester,Man City,0.0,2.0,A,Leicester,Man City,H,L,0,13,0.0,2.0,-2.0,0,0,1,2017-18,Premier League
13,E0,2017-11-24,West Ham,Leicester,1.0,1.0,D,Leicester,West Ham,A,D,1,14,1.0,1.0,0.0,0,1,0,2017-18,Premier League
14,E0,2017-11-28,Leicester,Tottenham,2.0,1.0,H,Leicester,Tottenham,H,W,3,17,2.0,1.0,1.0,1,0,0,2017-18,Premier League
15,E0,2017-12-02,Leicester,Burnley,1.0,0.0,H,Leicester,Burnley,H,W,3,20,1.0,0.0,1.0,1,0,0,2017-18,Premier League
16,E0,2017-12-09,Newcastle,Leicester,2.0,3.0,A,Leicester,Newcastle,A,W,3,23,3.0,2.0,1.0,1,0,0,2017-18,Premier League
17,E0,2017-12-13,Southampton,Leicester,1.0,4.0,A,Leicester,Southampton,A,W,3,26,4.0,1.0,3.0,1,0,0,2017-18,Premier League
18,E0,2017-12-16,Leicester,Crystal Palace,0.0,3.0,A,Leicester,Crystal Palace,H,L,0,26,0.0,3.0,-3.0,0,0,1,2017-18,Premier League
19,E0,2017-12-23,Leicester,Man United,2.0,2.0,D,Leicester,Man United,H,D,1,27,2.0,2.0,0.0,0,1,0,2017-18,Premier League
20,E0,2017-12-26,Watford,Leicester,2.0,1.0,H,Leicester,Watford,A,L,0,27,1.0,2.0,-1.0,0,0,1,2017-18,Premier League
21,E0,2017-12-30,Liverpool,Leicester,2.0,1.0,H,Leicester,Liverpool,A,L,0,27,1.0,2.0,-1.0,0,0,1,2017-18,Premier League
22,E0,2018-01-01,Leicester,Huddersfield,3.0,0.0,H,Leicester,Huddersfield,H,W,3,30,3.0,0.0,3.0,1,0,0,2017-18,Premier League
23,E0,2018-01-13,Chelsea,Leicester,0.0,0.0,D,Leicester,Chelsea,A,D,1,31,0.0,0.0,0.0,0,1,0,2017-18,Premier League
24,E0,2018-01-20,Leicester,Watford,2.0,0.0,H,Leicester,Watford,H,W,3,34,2.0,0.0,2.0,1,0,0,2017-18,Premier League
25,E0,2018-01-31,Everton,Leicester,2.0,1.0,H,Leicester,Everton,A,L,0,34,1.0,2.0,-1.0,0,0,1,2017-18,Premier League
26,E0,2018-02-03,Leicester,Swansea,1.0,1.0,D,Leicester,Swansea,H,D,1,35,1.0,1.0,0.0,0,1,0,2017-18,Premier League
27,E0,2018-02-10,Man City,Leicester,5.0,1.0,H,Leicester,Man City,A,L,0,35,1.0,5.0,-4.0,0,0,1,2017-18,Premier League
28,E0,2018-02-24,Leicester,Stoke,1.0,1.0,D,Leicester,Stoke,H,D,1,36,1.0,1.0,0.0,0,1,0,2017-18,Premier League
29,E0,2018-03-03,Leicester,Bournemouth,1.0,1.0,D,Leicester,Bournemouth,H,D,1,37,1.0,1.0,0.0,0,1,0,2017-18,Premier League
30,E0,2018-03-10,West Brom,Leicester,1.0,4.0,A,Leicester,West Brom,A,W,3,40,4.0,1.0,3.0,1,0,0,2017-18,Premier League
31,E0,2018-03-31,Brighton,Leicester,0.0,2.0,A,Leicester,Brighton,A,W,3,43,2.0,0.0,2.0,1,0,0,2017-18,Premier League
32,E0,2018-04-07,Leicester,Newcastle,1.0,2.0,A,Leicester,Newcastle,H,L,0,43,1.0,2.0,-1.0,0,0,1,2017-18,Premier League
33,E0,2018-04-14,Burnley,Leicester,2.0,1.0,H,Leicester,Burnley,A,L,0,43,1.0,2.0,-1.0,0,0,1,2017-18,Premier League
34,E0,2018-04-19,Leicester,Southampton,0.0,0.0,D,Leicester,Southampton,H,D,1,44,0.0,0.0,0.0,0,1,0,2017-18,Premier League
35,E0,2018-04-28,Crystal Palace,Leicester,5.0,0.0,H,Leicester,Crystal Palace,A,L,0,44,0.0,5.0,-5.0,0,0,1,2017-18,Premier League
36,E0,2018-05-05,Leicester,West Ham,0.0,2.0,A,Leicester,West Ham,H,L,0,44,0.0,2.0,-2.0,0,0,1,2017-18,Premier League
37,E0,2018-05-09,Leicester,Arsenal,3.0,1.0,H,Leicester,Arsenal,H,W,3,47,3.0,1.0,2.0,1,0,0,2017-18,Premier League
38,E0,2018-05-13,Tottenham,Leicester,5.0,4.0,H,Leicester,Tottenham,A,L,0,47,4.0,5.0,-1.0,0,0,1,2017-18,Premier League
1,E0,2017-08-12,Watford,Liverpool,3.0,3.0,D,Liverpool,Watford,A,D,1,1,3.0,3.0,0.0,0,1,0,2017-18,Premier League
2,E0,2017-08-19,Liverpool,Crystal Palace,1.0,0.0,H,Liverpool,Crystal Palace,H,W,3,4,1.0,0.0,1.0,1,0,0,2017-18,Premier League
3,E0,2017-08-27,Liverpool,Arsenal,4.0,0.0,H,Liverpool,Arsenal,H,W,3,7,4.0,0.0,4.0,1,0,0,2017-18,Premier League
4,E0,2017-09-09,Man City,Liverpool,5.0,0.0,H,Liverpool,Man City,A,L,0,7,0.0,5.0,-5.0,0,0,1,2017-18,Premier League
5,E0,2017-09-16,Liverpool,Burnley,1.0,1.0,D,Liverpool,Burnley,H,D,1,8,1.0,1.0,0.0,0,1,0,2017-18,Premier League
6,E0,2017-09-23,Leicester,Liverpool,2.0,3.0,A,Liverpool,Leicester,A,W,3,11,3.0,2.0,1.0,1,0,0,2017-18,Premier League
7,E0,2017-10-01,Newcastle,Liverpool,1.0,1.0,D,Liverpool,Newcastle,A,D,1,12,1.0,1.0,0.0,0,1,0,2017-18,Premier League
8,E0,2017-10-14,Liverpool,Man United,0.0,0.0,D,Liverpool,Man United,H,D,1,13,0.0,0.0,0.0,0,1,0,2017-18,Premier League
9,E0,2017-10-22,Tottenham,Liverpool,4.0,1.0,H,Liverpool,Tottenham,A,L,0,13,1.0,4.0,-3.0,0,0,1,2017-18,Premier League
10,E0,2017-10-28,Liverpool,Huddersfield,3.0,0.0,H,Liverpool,Huddersfield,H,W,3,16,3.0,0.0,3.0,1,0,0,2017-18,Premier League
11,E0,2017-11-04,West Ham,Liverpool,1.0,4.0,A,Liverpool,West Ham,A,W,3,19,4.0,1.0,3.0,1,0,0,2017-18,Premier League
12,E0,2017-11-18,Liverpool,Southampton,3.0,0.0,H,Liverpool,Southampton,H,W,3,22,3.0,0.0,3.0,1,0,0,2017-18,Premier League
13,E0,2017-11-25,Liverpool,Chelsea,1.0,1.0,D,Liverpool,Chelsea,H,D,1,23,1.0,1.0,0.0,0,1,0,2017-18,Premier League
14,E0,2017-11-29,Stoke,Liverpool,0.0,3.0,A,Liverpool,Stoke,A,W,3,26,3.0,0.0,3.0,1,0,0,2017-18,Premier League
15,E0,2017-12-02,Brighton,Liverpool,1.0,5.0,A,Liverpool,Brighton,A,W,3,29,5.0,1.0,4.0,1,0,0,2017-18,Premier League
16,E0,2017-12-10,Liverpool,Everton,1.0,1.0,D,Liverpool,Everton,H,D,1,30,1.0,1.0,0.0,0,1,0,2017-18,Premier League
17,E0,2017-12-13,Liverpool,West Brom,0.0,0.0,D,Liverpool,West Brom,H,D,1,31,0.0,0.0,0.0,0,1,0,2017-18,Premier League
18,E0,2017-12-17,Bournemouth,Liverpool,0.0,4.0,A,Liverpool,Bournemouth,A,W,3,34,4.0,0.0,4.0,1,0,0,2017-18,Premier League
19,E0,2017-12-22,Arsenal,Liverpool,3.0,3.0,D,Liverpool,Arsenal,A,D,1,35,3.0,3.0,0.0,0,1,0,2017-18,Premier League
20,E0,2017-12-26,Liverpool,Swansea,5.0,0.0,H,Liverpool,Swansea,H,W,3,38,5.0,0.0,5.0,1,0,0,2017-18,Premier League
21,E0,2017-12-30,Liverpool,Leicester,2.0,1.0,H,Liverpool,Leicester,H,W,3,41,2.0,1.0,1.0,1,0,0,2017-18,Premier League
22,E0,2018-01-01,Burnley,Liverpool,1.0,2.0,A,Liverpool,Burnley,A,W,3,44,2.0,1.0,1.0,1,0,0,2017-18,Premier League
23,E0,2018-01-14,Liverpool,Man City,4.0,3.0,H,Liverpool,Man City,H,W,3,47,4.0,3.0,1.0,1,0,0,2017-18,Premier League
24,E0,2018-01-22,Swansea,Liverpool,1.0,0.0,H,Liverpool,Swansea,A,L,0,47,0.0,1.0,-1.0,0,0,1,2017-18,Premier League
25,E0,2018-01-30,Huddersfield,Liverpool,0.0,3.0,A,Liverpool,Huddersfield,A,W,3,50,3.0,0.0,3.0,1,0,0,2017-18,Premier League
26,E0,2018-02-04,Liverpool,Tottenham,2.0,2.0,D,Liverpool,Tottenham,H,D,1,51,2.0,2.0,0.0,0,1,0,2017-18,Premier League
27,E0,2018-02-11,Southampton,Liverpool,0.0,2.0,A,Liverpool,Southampton,A,W,3,54,2.0,0.0,2.0,1,0,0,2017-18,Premier League
28,E0,2018-02-24,Liverpool,West Ham,4.0,1.0,H,Liverpool,West Ham,H,W,3,57,4.0,1.0,3.0,1,0,0,2017-18,Premier League
29,E0,2018-03-03,Liverpool,Newcastle,2.0,0.0,H,Liverpool,Newcastle,H,W,3,60,2.0,0.0,2.0,1,0,0,2017-18,Premier League
30,E0,2018-03-10,Man United,Liverpool,2.0,1.0,H,Liverpool,Man United,A,L,0,60,1.0,2.0,-1.0,0,0,1,2017-18,Premier League
31,E0,2018-03-17,Liverpool,Watford,5.0,0.0,H,Liverpool,Watford,H,W,3,63,5.0,0.0,5.0,1,0,0,2017-18,Premier League
32,E0,2018-03-31,Crystal Palace,Liverpool,1.0,2.0,A,Liverpool,Crystal Palace,A,W,3,66,2.0,1.0,1.0,1,0,0,2017-18,Premier League
33,E0,2018-04-07,Everton,Liverpool,0.0,0.0,D,Liverpool,Everton,A,D,1,67,0.0,0.0,0.0,0,1,0,2017-18,Premier League
34,E0,2018-04-14,Liverpool,Bournemouth,3.0,0.0,H,Liverpool,Bournemouth,H,W,3,70,3.0,0.0,3.0,1,0,0,2017-18,Premier League
35,E0,2018-04-21,West Brom,Liverpool,2.0,2.0,D,Liverpool,West Brom,A,D,1,71,2.0,2.0,0.0,0,1,0,2017-18,Premier League
36,E0,2018-04-28,Liverpool,Stoke,0.0,0.0,D,Liverpool,Stoke,H,D,1,72,0.0,0.0,0.0,0,1,0,2017-18,Premier League
37,E0,2018-05-06,Chelsea,Liverpool,1.0,0.0,H,Liverpool,Chelsea,A,L,0,72,0.0,1.0,-1.0,0,0,1,2017-18,Premier League
38,E0,2018-05-13,Liverpool,Brighton,4.0,0.0,H,Liverpool,Brighton,H,W,3,75,4.0,0.0,4.0,1,0,0,2017-18,Premier League
1,E0,2017-08-12,Brighton,Man City,0.0,2.0,A,Man City,Brighton,A,W,3,3,2.0,0.0,2.0,1,0,0,2017-18,Premier League
2,E0,2017-08-21,Man City,Everton,1.0,1.0,D,Man City,Everton,H,D,1,4,1.0,1.0,0.0,0,1,0,2017-18,Premier League
3,E0,2017-08-26,Bournemouth,Man City,1.0,2.0,A,Man City,Bournemouth,A,W,3,7,2.0,1.0,1.0,1,0,0,2017-18,Premier League
4,E0,2017-09-09,Man City,Liverpool,5.0,0.0,H,Man City,Liverpool,H,W,3,10,5.0,0.0,5.0,1,0,0,2017-18,Premier League
5,E0,2017-09-16,Watford,Man City,0.0,6.0,A,Man City,Watford,A,W,3,13,6.0,0.0,6.0,1,0,0,2017-18,Premier League
6,E0,2017-09-23,Man City,Crystal Palace,5.0,0.0,H,Man City,Crystal Palace,H,W,3,16,5.0,0.0,5.0,1,0,0,2017-18,Premier League
7,E0,2017-09-30,Chelsea,Man City,0.0,1.0,A,Man City,Chelsea,A,W,3,19,1.0,0.0,1.0,1,0,0,2017-18,Premier League
8,E0,2017-10-14,Man City,Stoke,7.0,2.0,H,Man City,Stoke,H,W,3,22,7.0,2.0,5.0,1,0,0,2017-18,Premier League
9,E0,2017-10-21,Man City,Burnley,3.0,0.0,H,Man City,Burnley,H,W,3,25,3.0,0.0,3.0,1,0,0,2017-18,Premier League
10,E0,2017-10-28,West Brom,Man City,2.0,3.0,A,Man City,West Brom,A,W,3,28,3.0,2.0,1.0,1,0,0,2017-18,Premier League
11,E0,2017-11-05,Man City,Arsenal,3.0,1.0,H,Man City,Arsenal,H,W,3,31,3.0,1.0,2.0,1,0,0,2017-18,Premier League
12,E0,2017-11-18,Leicester,Man City,0.0,2.0,A,Man City,Leicester,A,W,3,34,2.0,0.0,2.0,1,0,0,2017-18,Premier League
13,E0,2017-11-26,Huddersfield,Man City,1.0,2.0,A,Man City,Huddersfield,A,W,3,37,2.0,1.0,1.0,1,0,0,2017-18,Premier League
14,E0,2017-11-29,Man City,Southampton,2.0,1.0,H,Man City,Southampton,H,W,3,40,2.0,1.0,1.0,1,0,0,2017-18,Premier League
15,E0,2017-12-03,Man City,West Ham,2.0,1.0,H,Man City,West Ham,H,W,3,43,2.0,1.0,1.0,1,0,0,2017-18,Premier League
16,E0,2017-12-10,Man United,Man City,1.0,2.0,A,Man City,Man United,A,W,3,46,2.0,1.0,1.0,1,0,0,2017-18,Premier League
17,E0,2017-12-13,Swansea,Man City,0.0,4.0,A,Man City,Swansea,A,W,3,49,4.0,0.0,4.0,1,0,0,2017-18,Premier League
18,E0,2017-12-16,Man City,Tottenham,4.0,1.0,H,Man City,Tottenham,H,W,3,52,4.0,1.0,3.0,1,0,0,2017-18,Premier League
19,E0,2017-12-23,Man City,Bournemouth,4.0,0.0,H,Man City,Bournemouth,H,W,3,55,4.0,0.0,4.0,1,0,0,2017-18,Premier League
20,E0,2017-12-27,Newcastle,Man City,0.0,1.0,A,Man City,Newcastle,A,W,3,58,1.0,0.0,1.0,1,0,0,2017-18,Premier League
21,E0,2017-12-31,Crystal Palace,Man City,0.0,0.0,D,Man City,Crystal Palace,A,D,1,59,0.0,0.0,0.0,0,1,0,2017-18,Premier League
22,E0,2018-01-02,Man City,Watford,3.0,1.0,H,Man City,Watford,H,W,3,62,3.0,1.0,2.0,1,0,0,2017-18,Premier League
23,E0,2018-01-14,Liverpool,Man City,4.0,3.0,H,Man City,Liverpool,A,L,0,62,3.0,4.0,-1.0,0,0,1,2017-18,Premier League
24,E0,2018-01-20,Man City,Newcastle,3.0,1.0,H,Man City,Newcastle,H,W,3,65,3.0,1.0,2.0,1,0,0,2017-18,Premier League
25,E0,2018-01-31,Man City,West Brom,3.0,0.0,H,Man City,West Brom,H,W,3,68,3.0,0.0,3.0,1,0,0,2017-18,Premier League
26,E0,2018-02-03,Burnley,Man City,1.0,1.0,D,Man City,Burnley,A,D,1,69,1.0,1.0,0.0,0,1,0,2017-18,Premier League
27,E0,2018-02-10,Man City,Leicester,5.0,1.0,H,Man City,Leicester,H,W,3,72,5.0,1.0,4.0,1,0,0,2017-18,Premier League
28,E0,2018-03-01,Arsenal,Man City,0.0,3.0,A,Man City,Arsenal,A,W,3,75,3.0,0.0,3.0,1,0,0,2017-18,Premier League
29,E0,2018-03-04,Man City,Chelsea,1.0,0.0,H,Man City,Chelsea,H,W,3,78,1.0,0.0,1.0,1,0,0,2017-18,Premier League
30,E0,2018-03-12,Stoke,Man City,0.0,2.0,A,Man City,Stoke,A,W,3,81,2.0,0.0,2.0,1,0,0,2017-18,Premier League
31,E0,2018-03-31,Everton,Man City,1.0,3.0,A,Man City,Everton,A,W,3,84,3.0,1.0,2.0,1,0,0,2017-18,Premier League
32,E0,2018-04-07,Man City,Man United,2.0,3.0,A,Man City,Man United,H,L,0,84,2.0,3.0,-1.0,0,0,1,2017-18,Premier League
33,E0,2018-04-14,Tottenham,Man City,1.0,3.0,A,Man City,Tottenham,A,W,3,87,3.0,1.0,2.0,1,0,0,2017-18,Premier League
34,E0,2018-04-22,Man City,Swansea,5.0,0.0,H,Man City,Swansea,H,W,3,90,5.0,0.0,5.0,1,0,0,2017-18,Premier League
35,E0,2018-04-29,West Ham,Man City,1.0,4.0,A,Man City,West Ham,A,W,3,93,4.0,1.0,3.0,1,0,0,2017-18,Premier League
36,E0,2018-05-06,Man City,Huddersfield,0.0,0.0,D,Man City,Huddersfield,H,D,1,94,0.0,0.0,0.0,0,1,0,2017-18,Premier League
37,E0,2018-05-09,Man City,Brighton,3.0,1.0,H,Man City,Brighton,H,W,3,97,3.0,1.0,2.0,1,0,0,2017-18,Premier League
