Played,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Team,Opposition,HomeAway,Result,MatchPoints,Points,GF,GA,GD,W,D,L,Season,League
34,E0,2018-04-14,Liverpool,Bournemouth,3.0,0.0,H,Bournemouth,Liverpool,A,L,0,38,0.0,3.0,-3.0,0,0,1,2017-18,Premier League
35,E0,2018-04-18,Bournemouth,Man United,0.0,2.0,A,Bournemouth,Man United,H,L,0,38,0.0,2.0,-2.0,0,0,1,2017-18,Premier League
36,E0,2018-04-28,Southampton,Bournemouth,2.0,1.0,H,Bournemouth,Southampton,A,L,0,38,1.0,2.0,-1.0,0,0,1,2017-18,Premier League
37,E0,2018-05-05,Bournemouth,Swansea,1.0,0.0,H,Bournemouth,Swansea,H,W,3,41,1.0,0.0,1.0,1,0,0,2017-18,Premier League
38,E0,2018-05-13,Burnley,Bournemouth,1.0,2.0,A,Bournemouth,Burnley,A,W,3,44,2.0,1.0,1.0,1,0,0,2017-18,Premier League
1,E0,2017-08-12,Brighton,Man City,0.0,2.0,A,Brighton,Man City,H,L,0,0,0.0,2.0,-2.0,0,0,1,2017-18,Premier League
2,E0,2017-08-19,Leicester,Brighton,2.0,0.0,H,Brighton,Leicester,A,L,0,0,0.0,2.0,-2.0,0,0,1,2017-18,Premier League
3,E0,2017-08-26,Watford,Brighton,0.0,0.0,D,Brighton,Watford,A,D,1,1,0.0,0.0,0.0,0,1,0,2017-18,Premier League
4,E0,2017-09-09,Brighton,West Brom,3.0,1.0,H,Brighton,West Brom,H,W,3,4,3.0,1.0,2.0,1,0,0,2017-18,Premier League
5,E0,2017-09-15,Bournemouth,Brighton,2.0,1.0,H,Brighton,Bournemouth,A,L,0,4,1.0,2.0,-1.0,0,0,1,2017-18,Premier League
6,E0,2017-09-24,Brighton,Newcastle,1.0,0.0,H,Brighton,Newcastle,H,W,3,7,1.0,0.0,1.0,1,0,0,2017-18,Premier League
7,E0,2017-10-01,Arsenal,Brighton,2.0,0.0,H,Brighton,Arsenal,A,L,0,7,0.0,2.0,-2.0,0,0,1,2017-18,Premier League
8,E0,2017-10-15,Brighton,Everton,1.0,1.0,D,Brighton,Everton,H,D,1,8,1.0,1.0,0.0,0,1,0,2017-18,Premier League
9,E0,2017-10-20,West Ham,Brighton,0.0,3.0,A,Brighton,West Ham,A,W,3,11,3.0,0.0,3.0,1,0,0,2017-18,Premier League
10,E0,2017-10-29,Brighton,Southampton,1.0,1.0,D,Brighton,Southampton,H,D,1,12,1.0,1.0,0.0,0,1,0,2017-18,Premier League
11,E0,2017-11-04,Swansea,Brighton,0.0,1.0,A,Brighton,Swansea,A,W,3,15,1.0,0.0,1.0,1,0,0,2017-18,Premier League
12,E0,2017-11-20,Brighton,Stoke,2.0,2.0,D,Brighton,Stoke,H,D,1,16,2.0,2.0,0.0,0,1,0,2017-18,Premier League
13,E0,2017-11-25,Man United,Brighton,1.0,0.0,H,Brighton,Man United,A,L,0,16,0.0,1.0,-1.0,0,0,1,2017-18,Premier League
14,E0,2017-11-28,Brighton,Crystal Palace,0.0,0.0,D,Brighton,Crystal Palace,H,D,1,17,0.0,0.0,0.0,0,1,0,2017-18,Premier League
15,E0,2017-12-02,Brighton,Liverpool,1.0,5.0,A,Brighton,Liverpool,H,L,0,17,1.0,5.0,-4.0,0,0,1,2017-18,Premier League
16,E0,2017-12-09,Huddersfield,Brighton,2.0,0.0,H,Brighton,Huddersfield,A,L,0,17,0.0,2.0,-2.0,0,0,1,2017-18,Premier League
17,E0,2017-12-13,Tottenham,Brighton,2.0,0.0,H,Brighton,Tottenham,A,L,0,17,0.0,2.0,-2.0,0,0,1,2017-18,Premier League
18,E0,2017-12-16,Brighton,Burnley,0.0,0.0,D,Brighton,Burnley,H,D,1,18,0.0,0.0,0.0,0,1,0,2017-18,Premier League
19,E0,2017-12-23,Brighton,Watford,1.0,0.0,H,Brighton,Watford,H,W,3,21,1.0,0.0,1.0,1,0,0,2017-18,Premier League
20,E0,2017-12-26,Chelsea,Brighton,2.0,0.0,H,Brighton,Chelsea,A,L,0,21,0.0,2.0,-2.0,0,0,1,2017-18,Premier League
21,E0,2017-12-30,Newcastle,Brighton,0.0,0.0,D,Brighton,Newcastle,A,D,1,22,0.0,0.0,0.0,0,1,0,2017-18,Premier League
22,E0,2018-01-01,Brighton,Bournemouth,2.0,2.0,D,Brighton,Bournemouth,H,D,1,23,2.0,2.0,0.0,0,1,0,2017-18,Premier League
23,E0,2018-01-13,West Brom,Brighton,2.0,0.0,H,Brighton,West Brom,A,L,0,23,0.0,2.0,-2.0,0,0,1,2017-18,Premier League
24,E0,2018-01-20,Brighton,Chelsea,0.0,4.0,A,Brighton,Chelsea,H,L,0,23,0.0,4.0,-4.0,0,0,1,2017-18,Premier League
25,E0,2018-01-31,Southampton,Brighton,1.0,1.0,D,Brighton,Southampton,A,D,1,24,1.0,1.0,0.0,0,1,0,2017-18,Premier League
26,E0,2018-02-03,Brighton,West Ham,3.0,1.0,H,Brighton,West Ham,H,W,3,27,3.0,1.0,2.0,1,0,0,2017-18,Premier League
27,E0,2018-02-10,Stoke,Brighton,1.0,1.0,D,Brighton,Stoke,A,D,1,28,1.0,1.0,0.0,0,1,0,2017-18,Premier League
28,E0,2018-02-24,Brighton,Swansea,4.0,1.0,H,Brighton,Swansea,H,W,3,31,4.0,1.0,3.0,1,0,0,2017-18,Premier League
29,E0,2018-03-04,Brighton,Arsenal,2.0,1.0,H,Brighton,Arsenal,H,W,3,34,2.0,1.0,1.0,1,0,0,2017-18,Premier League
30,E0,2018-03-10,Everton,Brighton,2.0,0.0,H,Brighton,Everton,A,L,0,34,0.0,2.0,-2.0,0,0,1,2017-18,Premier League
31,E0,2018-03-31,Brighton,Leicester,0.0,2.0,A,Brighton,Leicester,H,L,0,34,0.0,2.0,-2.0,0,0,1,2017-18,Premier League
32,E0,2018-04-07,Brighton,Huddersfield,1.0,1.0,D,Brighton,Huddersfield,H,D,1,35,1.0,1.0,0.0,0,1,0,2017-18,Premier League
33,E0,2018-04-14,Crystal Palace,Brighton,3.0,2.0,H,Brighton,Crystal Palace,A,L,0,35,2.0,3.0,-1.0,0,0,1,2017-18,Premier League
34,E0,2018-04-17,Brighton,Tottenham,1.0,1.0,D,Brighton,Tottenham,H,D,1,36,1.0,1.0,0.0,0,1,0,2017-18,Premier League
35,E0,2018-04-28,Burnley,Brighton,0.0,0.0,D,Brighton,Burnley,A,D,1,37,0.0,0.0,0.0,0,1,0,2017-18,Premier League
36,E0,2018-05-04,Brighton,Man United,1.0,0.0,H,Brighton,Man United,H,W,3,40,1.0,0.0,1.0,1,0,0,2017-18,Premier League
37,E0,2018-05-09,Man City,Brighton,3.0,1.0,H,Brighton,Man City,A,L,0,40,1.0,3.0,-2.0,0,0,1,2017-18,Premier League
38,E0,2018-05-13,Liverpool,Brighton,4.0,0.0,H,Brighton,Liverpool,A,L,0,40,0.0,4.0,-4.0,0,0,1,2017-18,Premier League
1,E0,2017-08-12,Chelsea,Burnley,2.0,3.0,A,Burnley,Chelsea,A,W,3,3,3.0,2.0,1.0,1,0,0,2017-18,Premier League
2,E0,2017-08-19,Burnley,West Brom,0.0,1.0,A,Burnley,West Brom,H,L,0,3,0.0,1.0,-1.0,0,0,1,2017-18,Premier League
3,E0,2017-08-27,Tottenham,Burnley,1.0,1.0,D,Burnley,Tottenham,A,D,1,4,1.0,1.0,0.0,0,1,0,2017-18,Premier League
4,E0,2017-09-10,Burnley,Crystal Palace,1.0,0.0,H,Burnley,Crystal Palace,H,W,3,7,1.0,0.0,1.0,1,0,0,2017-18,Premier League
5,E0,2017-09-16,Liverpool,Burnley,1.0,1.0,D,Burnley,Liverpool,A,D,1,8,1.0,1.0,0.0,0,1,0,2017-18,Premier League
6,E0,2017-09-23,Burnley,Huddersfield,0.0,0.0,D,Burnley,Huddersfield,H,D,1,9,0.0,0.0,0.0,0,1,0,2017-18,Premier League
7,E0,2017-10-01,Everton,Burnley,0.0,1.0,A,Burnley,Everton,A,W,3,12,1.0,0.0,1.0,1,0,0,2017-18,Premier League
8,E0,2017-10-14,Burnley,West Ham,1.0,1.0,D,Burnley,West Ham,H,D,1,13,1.0,1.0,0.0,0,1,0,2017-18,Premier League
9,E0,2017-10-21,Man City,Burnley,3.0,0.0,H,Burnley,Man City,A,L,0,13,0.0,3.0,-3.0,0,0,1,2017-18,Premier League
10,E0,2017-10-30,Burnley,Newcastle,1.0,0.0,H,Burnley,Newcastle,H,W,3,16,1.0,0.0,1.0,1,0,0,2017-18,Premier League
11,E0,2017-11-04,Southampton,Burnley,0.0,1.0,A,Burnley,Southampton,A,W,3,19,1.0,0.0,1.0,1,0,0,2017-18,Premier League
12,E0,2017-11-18,Burnley,Swansea,2.0,0.0,H,Burnley,Swansea,H,W,3,22,2.0,0.0,2.0,1,0,0,2017-18,Premier League
13,E0,2017-11-26,Burnley,Arsenal,0.0,1.0,A,Burnley,Arsenal,H,L,0,22,0.0,1.0,-1.0,0,0,1,2017-18,Premier League
14,E0,2017-11-29,Bournemouth,Burnley,1.0,2.0,A,Burnley,Bournemouth,A,W,3,25,2.0,1.0,1.0,1,0,0,2017-18,Premier League
15,E0,2017-12-02,Leicester,Burnley,1.0,0.0,H,Burnley,Leicester,A,L,0,25,0.0,1.0,-1.0,0,0,1,2017-18,Premier League
16,E0,2017-12-09,Burnley,Watford,1.0,0.0,H,Burnley,Watford,H,W,3,28,1.0,0.0,1.0,1,0,0,2017-18,Premier League
17,E0,2017-12-12,Burnley,Stoke,1.0,0.0,H,Burnley,Stoke,H,W,3,31,1.0,0.0,1.0,1,0,0,2017-18,Premier League
18,E0,2017-12-16,Brighton,Burnley,0.0,0.0,D,Burnley,Brighton,A,D,1,32,0.0,0.0,0.0,0,1,0,2017-18,Premier League
19,E0,2017-12-23,Burnley,Tottenham,0.0,3.0,A,Burnley,Tottenham,H,L,0,32,0.0,3.0,-3.0,0,0,1,2017-18,Premier League
20,E0,2017-12-26,Man United,Burnley,2.0,2.0,D,Burnley,Man United,A,D,1,33,2.0,2.0,0.0,0,1,0,2017-18,Premier League
21,E0,2017-12-30,Huddersfield,Burnley,0.0,0.0,D,Burnley,Huddersfield,A,D,1,34,0.0,0.0,0.0,0,1,0,2017-18,Premier League
22,E0,2018-01-01,Burnley,Liverpool,1.0,2.0,A,Burnley,Liverpool,H,L,0,34,1.0,2.0,-1.0,0,0,1,2017-18,Premier League
23,E0,2018-01-13,Crystal Palace,Burnley,1.0,0.0,H,Burnley,Crystal Palace,A,L,0,34,0.0,1.0,-1.0,0,0,1,2017-18,Premier League
24,E0,2018-01-20,Burnley,Man United,0.0,1.0,A,Burnley,Man United,H,L,0,34,0.0,1.0,-1.0,0,0,1,2017-18,Premier League
25,E0,2018-01-31,Newcastle,Burnley,1.0,1.0,D,Burnley,Newcastle,A,D,1,35,1.0,1.0,0.0,0,1,0,2017-18,Premier League
26,E0,2018-02-03,Burnley,Man City,1.0,1.0,D,Burnley,Man City,H,D,1,36,1.0,1.0,0.0,0,1,0,2017-18,Premier League
27,E0,2018-02-10,Swansea,Burnley,1.0,0.0,H,Burnley,Swansea,A,L,0,36,0.0,1.0,-1.0,0,0,1,2017-18,Premier League
28,E0,2018-02-24,Burnley,Southampton,1.0,1.0,D,Burnley,Southampton,H,D,1,37,1.0,1.0,0.0,0,1,0,2017-18,Premier League
29,E0,2018-03-03,Burnley,Everton,2.0,1.0,H,Burnley,Everton,H,W,3,40,2.0,1.0,1.0,1,0,0,2017-18,Premier League
30,E0,2018-03-10,West Ham,Burnley,0.0,3.0,A,Burnley,West Ham,A,W,3,43,3.0,0.0,3.0,1,0,0,2017-18,Premier League
31,E0,2018-03-31,West Brom,Burnley,1.0,2.0,A,Burnley,West Brom,A,W,3,46,2.0,1.0,1.0,1,0,0,2017-18,Premier League
32,E0,2018-04-07,Watford,Burnley,1.0,2.0,A,Burnley,Watford,A,W,3,49,2.0,1.0,1.0,1,0,0,2017-18,Premier League
33,E0,2018-04-14,Burnley,Leicester,2.0,1.0,H,Burnley,Leicester,H,W,3,52,2.0,1.0,1.0,1,0,0,2017-18,Premier League
34,E0,2018-04-19,Burnley,Chelsea,1.0,2.0,A,Burnley,Chelsea,H,L,0,52,1.0,2.0,-1.0,0,0,1,2017-18,Premier League
35,E0,2018-04-22,Stoke,Burnley,1.0,1.0,D,Burnley,Stoke,A,D,1,53,1.0,1.0,0.0,0,1,0,2017-18,Premier League
36,E0,2018-04-28,Burnley,Brighton,0.0,0.0,D,Burnley,Brighton,H,D,1,54,0.0,0.0,0.0,0,1,0,2017-18,Premier League
37,E0,2018-05-06,Arsenal,Burnley,5.0,0.0,H,Burnley,Arsenal,A,L,0,54,0.0,5.0,-5.0,0,0,1,2017-18,Premier League
38,E0,2018-05-13,Burnley,Bournemouth,1.0,2.0,A,Burnley,Bournemouth,H,L,0,54,1.0,2.0,-1.0,0,0,1,2017-18,Premier League
1,E0,2017-08-12,Chelsea,Burnley,2.0,3.0,A,Chelsea,Burnley,H,L,0,0,2.0,3.0,-1.0,0,0,1,2017-18,Premier League
2,E0,2017-08-20,Tottenham,Chelsea,1.0,2.0,A,Chelsea,Tottenham,A,W,3,3,2.0,1.0,1.0,1,0,0,2017-18,Premier League
3,E0,2017-08-27,Chelsea,Everton,2.0,0.0,H,Chelsea,Everton,H,W,3,6,2.0,0.0,2.0,1,0,0,2017-18,Premier League
4,E0,2017-09-09,Leicester,Chelsea,1.0,2.0,A,Chelsea,Leicester,A,W,3,9,2.0,1.0,1.0,1,0,0,2017-18,Premier League
5,E0,2017-09-17,Chelsea,Arsenal,0.0,0.0,D,Chelsea,Arsenal,H,D,1,10,0.0,0.0,0.0,0,1,0,2017-18,Premier League
6,E0,2017-09-23,Stoke,Chelsea,0.0,4.0,A,Chelsea,Stoke,A,W,3,13,4.0,0.0,4.0,1,0,0,2017-18,Premier League
7,E0,2017-09-30,Chelsea,Man City,0.0,1.0,A,Chelsea,Man City,H,L,0,13,0.0,1.0,-1.0,0,0,1,2017-18,Premier League
8,E0,2017-10-14,Crystal Palace,Chelsea,2.0,1.0,H,Chelsea,Crystal Palace,A,L,0,13,1.0,2.0,-1.0,0,0,1,2017-18,Premier League
9,E0,2017-10-21,Chelsea,Watford,4.0,2.0,H,Chelsea,Watford,H,W,3,16,4.0,2.0,2.0,1,0,0,2017-18,Premier League
10,E0,2017-10-28,Bournemouth,Chelsea,0.0,1.0,A,Chelsea,Bournemouth,A,W,3,19,1.0,0.0,1.0,1,0,0,2017-18,Premier League
11,E0,2017-11-05,Chelsea,Man United,1.0,0.0,H,Chelsea,Man United,H,W,3,22,1.0,0.0,1.0,1,0,0,2017-18,Premier League
12,E0,2017-11-18,West Brom,Chelsea,0.0,4.0,A,Chelsea,West Brom,A,W,3,25,4.0,0.0,4.0,1,0,0,2017-18,Premier League
13,E0,2017-11-25,Liverpool,Chelsea,1.0,1.0,D,Chelsea,Liverpool,A,D,1,26,1.0,1.0,0.0,0,1,0,2017-18,Premier League
14,E0,2017-11-29,Chelsea,Swansea,1.0,0.0,H,Chelsea,Swansea,H,W,3,29,1.0,0.0,1.0,1,0,0,2017-18,Premier League
15,E0,2017-12-02,Chelsea,Newcastle,3.0,1.0,H,Chelsea,Newcastle,H,W,3,32,3.0,1.0,2.0,1,0,0,2017-18,Premier League
16,E0,2017-12-09,West Ham,Chelsea,1.0,0.0,H,Chelsea,West Ham,A,L,0,32,0.0,1.0,-1.0,0,0,1,2017-18,Premier League
17,E0,2017-12-12,Huddersfield,Chelsea,1.0,3.0,A,Chelsea,Huddersfield,A,W,3,35,3.0,1.0,2.0,1,0,0,2017-18,Premier League
18,E0,2017-12-16,Chelsea,Southampton,1.0,0.0,H,Chelsea,Southampton,H,W,3,38,1.0,0.0,1.0,1,0,0,2017-18,Premier League
19,E0,2017-12-23,Everton,Chelsea,0.0,0.0,D,Chelsea,Everton,A,D,1,39,0.0,0.0,0.0,0,1,0,2017-18,Premier League
20,E0,2017-12-26,Chelsea,Brighton,2.0,0.0,H,Chelsea,Brighton,H,W,3,42,2.0,0.0,2.0,1,0,0,2017-18,Premier League
21,E0,2017-12-30,Chelsea,Stoke,5.0,0.0,H,Chelsea,Stoke,H,W,3,45,5.0,0.0,5.0,1,0,0,2017-18,Premier League
22,E0,2018-01-03,Arsenal,Chelsea,2.0,2.0,D,Chelsea,Arsenal,A,D,1,46,2.0,2.0,0.0,0,1,0,2017-18,Premier League
23,E0,2018-01-13,Chelsea,Leicester,0.0,0.0,D,Chelsea,Leicester,H,D,1,47,0.0,0.0,0.0,0,1,0,2017-18,Premier League
24,E0,2018-01-20,Brighton,Chelsea,0.0,4.0,A,Chelsea,Brighton,A,W,3,50,4.0,0.0,4.0,1,0,0,2017-18,Premier League
25,E0,2018-01-31,Chelsea,Bournemouth,0.0,3.0,A,Chelsea,Bournemouth,H,L,0,50,0.0,3.0,-3.0,0,0,1,2017-18,Premier League
26,E0,2018-02-05,Watford,Chelsea,4.0,1.0,H,Chelsea,Watford,A,L,0,50,1.0,4.0,-3.0,0,0,1,2017-18,Premier League
27,E0,2018-02-12,Chelsea,West Brom,3.0,0.0,H,Chelsea,West Brom,H,W,3,53,3.0,0.0,3.0,1,0,0,2017-18,Premier League
28,E0,2018-02-25,Man United,Chelsea,2.0,1.0,H,Chelsea,Man United,A,L,0,53,1.0,2.0,-1.0,0,0,1,2017-18,Premier League
29,E0,2018-03-04,Man City,Chelsea,1.0,0.0,H,Chelsea,Man City,A,L,0,53,0.0,1.0,-1.0,0,0,1,2017-18,Premier League
30,E0,2018-03-10,Chelsea,Crystal Palace,2.0,1.0,H,Chelsea,Crystal Palace,H,W,3,56,2.0,1.0,1.0,1,0,0,2017-18,Premier League
31,E0,2018-04-01,Chelsea,Tottenham,1.0,3.0,A,Chelsea,Tottenham,H,L,0,56,1.0,3.0,-2.0,0,0,1,2017-18,Premier League
32,E0,2018-04-08,Chelsea,West Ham,1.0,1.0,D,Chelsea,West Ham,H,D,1,57,1.0,1.0,0.0,0,1,0,2017-18,Premier League
33,E0,2018-04-14,Southampton,Chelsea,2.0,3.0,A,Chelsea,Southampton,A,W,3,60,3.0,2.0,1.0,1,0,0,2017-18,Premier League
34,E0,2018-04-19,Burnley,Chelsea,1.0,2.0,A,Chelsea,Burnley,A,W,3,63,2.0,1.0,1.0,1,0,0,2017-18,Premier League
35,E0,2018-04-28,Swansea,Chelsea,0.0,1.0,A,Chelsea,Swansea,A,W,3,66,1.0,0.0,1.0,1,0,0,2017-18,Premier League
36,E0,2018-05-06,Chelsea,Liverpool,1.0,0.0,H,Chelsea,Liverpool,H,W,3,69,1.0,0.0,1.0,1,0,0,2017-18,Premier League
37,E0,2018-05-09,Chelsea,Huddersfield,1.0,1.0,D,Chelsea,Huddersfield,H,D,1,70,1.0,1.0,0.0,0,1,0,2017-18,Premier League
38,E0,2018-05-13,Newcastle,Chelsea,3.0,0.0,H,Chelsea,Newcastle,A,L,0,70,0.0,3.0,-3.0,0,0,1,2017-18,Premier League
1,E0,2017-08-12,Crystal Palace,Huddersfield,0.0,3.0,A,Crystal Palace,Huddersfield,H,L,0,0,0.0,3.0,-3.0,0,0,1,2017-18,Premier League
2,E0,2017-08-19,Liverpool,Crystal Palace,1.0,0.0,H,Crystal Palace,Liverpool,A,L,0,0,0.0,1.0,-1.0,0,0,1,2017-18,Premier League
3,E0,2017-08-26,Crystal Palace,Swansea,0.0,2.0,A,Crystal Palace,Swansea,H,L,0,0,0.0,2.0,-2.0,0,0,1,2017-18,Premier League
4,E0,2017-09-10,Burnley,Crystal Palace,1.0,0.0,H,Crystal Palace,Burnley,A,L,0,0,0.0,1.0,-1.0,0,0,1,2017-18,Premier League
5,E0,2017-09-16,Crystal Palace,Southampton,0.0,1.0,A,Crystal Palace,Southampton,H,L,0,0,0.0,1.0,-1.0,0,0,1,2017-18,Premier League
6,E0,2017-09-23,Man City,Crystal Palace,5.0,0.0,H,Crystal Palace,Man City,A,L,0,0,0.0,5.0,-5.0,0,0,1,2017-18,Premier League
7,E0,2017-09-30,Man United,Crystal Palace,4.0,0.0,H,Crystal Palace,Man United,A,L,0,0,0.0,4.0,-4.0,0,0,1,2017-18,Premier League
8,E0,2017-10-14,Crystal Palace,Chelsea,2.0,1.0,H,Crystal Palace,Chelsea,H,W,3,3,2.0,1.0,1.0,1,0,0,2017-18,Premier League
9,E0,2017-10-21,Newcastle,Crystal Palace,1.0,0.0,H,Crystal Palace,Newcastle,A,L,0,3,0.0,1.0,-1.0,0,0,1,2017-18,Premier League
10,E0,2017-10-28,Crystal Palace,West Ham,2.0,2.0,D,Crystal Palace,West Ham,H,D,1,4,2.0,2.0,0.0,0,1,0,2017-18,Premier League
11,E0,2017-11-05,Tottenham,Crystal Palace,1.0,0.0,H,Crystal Palace,Tottenham,A,L,0,4,0.0,1.0,-1.0,0,0,1,2017-18,Premier League
12,E0,2017-11-18,Crystal Palace,Everton,2.0,2.0,D,Crystal Palace,Everton,H,D,1,5,2.0,2.0,0.0,0,1,0,2017-18,Premier League
13,E0,2017-11-25,Crystal Palace,Stoke,2.0,1.0,H,Crystal Palace,Stoke,H,W,3,8,2.0,1.0,1.0,1,0,0,2017-18,Premier League
14,E0,2017-11-28,Brighton,Crystal Palace,0.0,0.0,D,Crystal Palace,Brighton,A,D,1,9,0.0,0.0,0.0,0,1,0,2017-18,Premier League
15,E0,2017-12-02,West Brom,Crystal Palace,0.0,0.0,D,Crystal Palace,West Brom,A,D,1,10,0.0,0.0,0.0,0,1,0,2017-18,Premier League
16,E0,2017-12-09,Crystal Palace,Bournemouth,2.0,2.0,D,Crystal Palace,Bournemouth,H,D,1,11,2.0,2.0,0.0,0,1,0,2017-18,Premier League
17,E0,2017-12-12,Crystal Palace,Watford,2.0,1.0,H,Crystal Palace,Watford,H,W,3,14,2.0,1.0,1.0,1,0,0,2017-18,Premier League
18,E0,2017-12-16,Leicester,Crystal Palace,0.0,3.0,A,Crystal Palace,Leicester,A,W,3,17,3.0,0.0,3.0,1,0,0,2017-18,Premier League
19,E0,2017-12-23,Swansea,Crystal Palace,1.0,1.0,D,Crystal Palace,Swansea,A,D,1,18,1.0,1.0,0.0,0,1,0,2017-18,Premier League
20,E0,2017-12-28,Crystal Palace,Arsenal,2.0,3.0,A,Crystal Palace,Arsenal,H,L,0,18,2.0,3.0,-1.0,0,0,1,2017-18,Premier League
21,E0,2017-12-31,Crystal Palace,Man City,0.0,0.0,D,Crystal Palace,Man City,H,D,1,19,0.0,0.0,0.0,0,1,0,2017-18,Premier League
22,E0,2018-01-02,Southampton,Crystal Palace,1.0,2.0,A,Crystal Palace,Southampton,A,W,3,22,2.0,1.0,1.0,1,0,0,2017-18,Premier League
23,E0,2018-01-13,Crystal Palace,Burnley,1.0,0.0,H,Crystal Palace,Burnley,H,W,3,25,1.0,0.0,1.0,1,0,0,2017-18,Premier League
24,E0,2018-01-20,Arsenal,Crystal Palace,4.0,1.0,H,Crystal Palace,Arsenal,A,L,0,25,1.0,4.0,-3.0,0,0,1,2017-18,Premier League
25,E0,2018-01-30,West Ham,Crystal Palace,1.0,1.0,D,Crystal Palace,West Ham,A,D,1,26,1.0,1.0,0.0,0,1,0,2017-18,Premier League
26,E0,2018-02-04,Crystal Palace,Newcastle,1.0,1.0,D,Crystal Palace,Newcastle,H,D,1,27,1.0,1.0,0.0,0,1,0,2017-18,Premier League
27,E0,2018-02-10,Everton,Crystal Palace,3.0,1.0,H,Crystal Palace,Everton,A,L,0,27,1.0,3.0,-2.0,0,0,1,2017-18,Premier League
28,E0,2018-02-25,Crystal Palace,Tottenham,0.0,1.0,A,Crystal Palace,Tottenham,H,L,0,27,0.0,1.0,-1.0,0,0,1,2017-18,Premier League
29,E0,2018-03-05,Crystal Palace,Man United,2.0,3.0,A,Crystal Palace,Man United,H,L,0,27,2.0,3.0,-1.0,0,0,1,2017-18,Premier League
30,E0,2018-03-10,Chelsea,Crystal Palace,2.0,1.0,H,Crystal Palace,Chelsea,A,L,0,27,1.0,2.0,-1.0,0,0,1,2017-18,Premier League
31,E0,2018-03-17,Huddersfield,Crystal Palace,0.0,2.0,A,Crystal Palace,Huddersfield,A,W,3,30,2.0,0.0,2.0,1,0,0,2017-18,Premier League
32,E0,2018-03-31,Crystal Palace,Liverpool,1.0,2.0,A,Crystal Palace,Liverpool,H,L,0,30,1.0,2.0,-1.0,0,0,1,2017-18,Premier League
33,E0,2018-04-07,Bournemouth,Crystal Palace,2.0,2.0,D,Crystal Palace,Bournemouth,A,D,1,31,2.0,2.0,0.0,0,1,0,2017-18,Premier League
34,E0,2018-04-14,Crystal Palace,Brighton,3.0,2.0,H,Crystal Palace,Brighton,H,W,3,34,3.0,2.0,1.0,1,0,0,2017-18,Premier League
35,E0,2018-04-21,Watford,Crystal Palace,0.0,0.0,D,Crystal Palace,Watford,A,D,1,35,0.0,0.0,0.0,0,1,0,2017-18,Premier League
36,E0,2018-04-28,Crystal Palace,Leicester,5.0,0.0,H,Crystal Palace,Leicester,H,W,3,38,5.0,0.0,5.0,1,0,0,2017-18,Premier League
37,E0,2018-05-05,Stoke,Crystal Palace,1.0,2.0,A,Crystal Palace,Stoke,A,W,3,41,2.0,1.0,1.0,1,0,0,2017-18,Premier League
38,E0,2018-05-13,Crystal Palace,West Brom,2.0,0.0,H,Crystal Palace,West Brom,H,W,3,44,2.0,0.0,2.0,1,0,0,2017-18,Premier League
1,E0,2017-08-12,Everton,Stoke,1.0,0.0,H,Everton,Stoke,H,W,3,3,1.0,0.0,1.0,1,0,0,2017-18,Premier League
2,E0,2017-08-21,Man City,Everton,1.0,1.0,D,Everton,Man City,A,D,1,4,1.0,1.0,0.0,0,1,0,2017-18,Premier League
3,E0,2017-08-27,Chelsea,Everton,2.0,0.0,H,Everton,Chelsea,A,L,0,4,0.0,2.0,-2.0,0,0,1,2017-18,Premier League
4,E0,2017-09-09,Everton,Tottenham,0.0,3.0,A,Everton,Tottenham,H,L,0,4,0.0,3.0,-3.0,0,0,1,2017-18,Premier League
5,E0,2017-09-17,Man United,Everton,4.0,0.0,H,Everton,Man United,A,L,0,4,0.0,4.0,-4.0,0,0,1,2017-18,Premier League
6,E0,2017-09-23,Everton,Bournemouth,2.0,1.0,H,Everton,Bournemouth,H,W,3,7,2.0,1.0,1.0,1,0,0,2017-18,Premier League
7,E0,2017-10-01,Everton,Burnley,0.0,1.0,A,Everton,Burnley,H,L,0,7,0.0,1.0,-1.0,0,0,1,2017-18,Premier League
8,E0,2017-10-15,Brighton,Everton,1.0,1.0,D,Everton,Brighton,A,D,1,8,1.0,1.0,0.0,0,1,0,2017-18,Premier League
9,E0,2017-10-22,Everton,Arsenal,2.0,5.0,A,Everton,Arsenal,H,L,0,8,2.0,5.0,-3.0,0,0,1,2017-18,Premier League
10,E0,2017-10-29,Leicester,Everton,2.0,0.0,H,Everton,Leicester,A,L,0,8,0.0,2.0,-2.0,0,0,1,2017-18,Premier League
11,E0,2017-11-05,Everton,Watford,3.0,2.0,H,Everton,Watford,H,W,3,11,3.0,2.0,1.0,1,0,0,2017-18,Premier League
12,E0,2017-11-18,Crystal Palace,Everton,2.0,2.0,D,Everton,Crystal Palace,A,D,1,12,2.0,2.0,0.0,0,1,0,2017-18,Premier League
13,E0,2017-11-26,Southampton,Everton,4.0,1.0,H,Everton,Southampton,A,L,0,12,1.0,4.0,-3.0,0,0,1,2017-18,Premier League
14,E0,2017-11-29,Everton,West Ham,4.0,0.0,H,Everton,West Ham,H,W,3,15,4.0,0.0,4.0,1,0,0,2017-18,Premier League
15,E0,2017-12-02,Everton,Huddersfield,2.0,0.0,H,Everton,Huddersfield,H,W,3,18,2.0,0.0,2.0,1,0,0,2017-18,Premier League
